Down,Yards,QB,QB Sacks,QB Years,QB Height,QB Weight,QB Fumbles,QB Rush Att,QB Passer Rating,Receiver ID,Receiver Pos,Receiver Years,Receiver Height,Receiver Weight,Team,Intercepted,Success
1,10,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,1
2,5,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,1
2,8,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,1
1,10,C.Kaepernick,53,5,76,230,4,44,79.9,811,WR,13,73,220,SF,0,0
3,8,C.Kaepernick,53,5,76,230,4,44,79.9,810,RB,10,72,205,SF,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,1
2,1,C.Kaepernick,53,5,76,230,4,44,79.9,811,WR,13,73,220,SF,0,1
1,10,C.Kaepernick,53,5,76,230,4,44,79.9,811,WR,13,73,220,SF,0,1
2,9,C.Kaepernick,53,5,76,230,4,44,79.9,814,TE,3,76,267,SF,0,0
3,9,C.Kaepernick,53,5,76,230,4,44,79.9,815,WR,5,72,205,SF,0,0
3,2,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,0
2,9,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,1
3,1,A.Rodgers,47,11,74,225,8,58,93.3,87,WR,0,72,216,GB,0,0
2,11,C.Kaepernick,53,5,76,230,4,44,79.9,970,WR,3,72,204,SF,0,1
1,10,C.Kaepernick,53,5,76,230,4,44,79.9,813,TE,4,77,252,SF,0,1
3,3,C.Kaepernick,53,5,76,230,4,44,79.9,811,WR,13,73,220,SF,0,1
3,22,C.Kaepernick,53,5,76,230,4,44,79.9,814,TE,3,76,267,SF,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,81,RB,3,71,234,GB,0,1
2,7,A.Rodgers,47,11,74,225,8,58,93.3,87,WR,0,72,216,GB,0,0
2,17,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,87,WR,0,72,216,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,87,WR,0,72,216,GB,0,1
2,7,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,0
3,7,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,0
2,10,A.Rodgers,47,11,74,225,8,58,93.3,81,RB,3,71,234,GB,0,0
1,10,C.Kaepernick,53,5,76,230,4,44,79.9,813,TE,4,77,252,SF,0,0
3,8,C.Kaepernick,53,5,76,230,4,44,79.9,970,WR,3,72,204,SF,0,1
2,13,C.Kaepernick,53,5,76,230,4,44,79.9,809,RB,2,72,235,SF,0,1
2,17,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,1
3,9,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,87,WR,0,72,216,GB,0,0
2,10,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,1
3,7,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,1
1,18,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,0
2,9,C.Kaepernick,53,5,76,230,4,44,79.9,813,TE,4,77,252,SF,0,1
2,2,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,1
3,7,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,0
1,10,C.Kaepernick,53,5,76,230,4,44,79.9,813,TE,4,77,252,SF,0,0
3,7,C.Kaepernick,53,5,76,230,4,44,79.9,815,WR,5,72,205,SF,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,87,WR,0,72,216,GB,0,1
2,12,A.Rodgers,47,11,74,225,8,58,93.3,80,RB,6,74,218,GB,0,1
1,10,C.Kaepernick,53,5,76,230,4,44,79.9,815,WR,5,72,205,SF,0,0
3,16,C.Kaepernick,53,5,76,230,4,44,79.9,811,WR,13,73,220,SF,1,0
1,10,C.Kaepernick,53,5,76,230,4,44,79.9,811,WR,13,73,220,SF,0,0
2,10,C.Kaepernick,53,5,76,230,4,44,79.9,811,WR,13,73,220,SF,0,0
3,10,C.Kaepernick,53,5,76,230,4,44,79.9,815,WR,5,72,205,SF,0,1
2,5,C.Kaepernick,53,5,76,230,4,44,79.9,810,RB,10,72,205,SF,0,0
3,5,C.Kaepernick,53,5,76,230,4,44,79.9,815,WR,5,72,205,SF,0,0
1,10,C.Kaepernick,53,5,76,230,4,44,79.9,810,RB,10,72,205,SF,0,0
2,10,C.Kaepernick,53,5,76,230,4,44,79.9,813,TE,4,77,252,SF,0,1
1,10,N.Foles,18,4,78,243,4,17,70,1048,RB,0,73,227,STL,0,1
3,5,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,1
2,9,C.Palmer,27,13,77,235,6,25,105,427,WR,2,71,179,ARI,0,1
1,10,C.Palmer,27,13,77,235,6,25,105,427,WR,2,71,179,ARI,0,1
2,11,C.Palmer,27,13,77,235,6,25,105,428,TE,6,77,260,ARI,0,0
2,2,N.Foles,18,4,78,243,4,17,70,110,TE,5,75,250,STL,0,0
3,6,C.Palmer,27,13,77,235,6,25,105,431,RB,0,73,224,ARI,0,1
1,10,C.Palmer,27,13,77,235,6,25,105,429,WR,4,74,220,ARI,0,0
3,4,C.Palmer,27,13,77,235,6,25,105,431,RB,0,73,224,ARI,0,0
3,6,N.Foles,18,4,78,243,4,17,70,111,TE,7,77,254,STL,0,0
1,10,C.Palmer,27,13,77,235,6,25,105,424,RB,8,71,203,ARI,0,1
2,6,C.Palmer,27,13,77,235,6,25,105,427,WR,2,71,179,ARI,0,1
1,10,C.Palmer,27,13,77,235,6,25,105,430,WR,12,75,218,ARI,0,0
2,10,C.Palmer,27,13,77,235,6,25,105,424,RB,8,71,203,ARI,0,1
3,9,C.Palmer,27,13,77,235,6,25,105,429,WR,4,74,220,ARI,0,1
1,10,C.Palmer,27,13,77,235,6,25,105,427,WR,2,71,179,ARI,0,0
2,10,C.Palmer,27,13,77,235,6,25,105,429,WR,4,74,220,ARI,0,1
2,11,C.Palmer,27,13,77,235,6,25,105,427,WR,2,71,179,ARI,0,1
2,6,N.Foles,18,4,78,243,4,17,70,111,TE,7,77,254,STL,0,1
2,4,C.Palmer,27,13,77,235,6,25,105,426,TE,2,79,281,ARI,0,1
1,10,C.Palmer,27,13,77,235,6,25,105,427,WR,2,71,179,ARI,0,1
2,1,C.Palmer,27,13,77,235,6,25,105,427,WR,2,71,179,ARI,1,0
2,7,N.Foles,18,4,78,243,4,17,70,111,TE,7,77,254,STL,0,1
1,10,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,1
1,10,N.Foles,18,4,78,243,4,17,70,111,TE,7,77,254,STL,0,1
3,4,N.Foles,18,4,78,243,4,17,70,111,TE,7,77,254,STL,0,0
1,10,C.Palmer,27,13,77,235,6,25,105,430,WR,12,75,218,ARI,0,1
1,10,C.Palmer,27,13,77,235,6,25,105,429,WR,4,74,220,ARI,0,0
1,10,C.Palmer,27,13,77,235,6,25,105,429,WR,4,74,220,ARI,0,1
1,10,C.Palmer,27,13,77,235,6,25,105,431,RB,0,73,224,ARI,0,1
2,9,C.Palmer,27,13,77,235,6,25,105,430,WR,12,75,218,ARI,0,0
3,9,C.Palmer,27,13,77,235,6,25,105,431,RB,0,73,224,ARI,0,0
3,10,N.Foles,18,4,78,243,4,17,70,106,RB,3,70,217,STL,0,1
1,10,C.Palmer,27,13,77,235,6,25,105,431,RB,0,73,224,ARI,0,0
2,10,C.Palmer,27,13,77,235,6,25,105,430,WR,12,75,218,ARI,0,1
2,10,C.Palmer,27,13,77,235,6,25,105,427,WR,2,71,179,ARI,0,1
2,14,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,1
1,10,N.Foles,18,4,78,243,4,17,70,1175,TE,4,76,259,STL,0,1
2,6,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,1
1,10,N.Foles,18,4,78,243,4,17,70,1048,RB,0,73,227,STL,0,1
2,3,N.Foles,18,4,78,243,4,17,70,109,WR,7,75,223,STL,0,0
2,8,N.Foles,18,4,78,243,4,17,70,111,TE,7,77,254,STL,0,0
3,8,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,0
1,10,C.Palmer,27,13,77,235,6,25,105,430,WR,12,75,218,ARI,0,1
2,15,C.Palmer,27,13,77,235,6,25,105,427,WR,2,71,179,ARI,0,1
3,2,C.Palmer,27,13,77,235,6,25,105,430,WR,12,75,218,ARI,0,1
1,10,C.Palmer,27,13,77,235,6,25,105,429,WR,4,74,220,ARI,0,0
2,7,C.Palmer,27,13,77,235,6,25,105,430,WR,12,75,218,ARI,0,1
1,10,C.Palmer,27,13,77,235,6,25,105,429,WR,4,74,220,ARI,0,0
2,10,C.Palmer,27,13,77,235,6,25,105,428,TE,6,77,260,ARI,0,1
2,11,N.Foles,18,4,78,243,4,17,70,110,TE,5,75,250,STL,0,0
3,11,N.Foles,18,4,78,243,4,17,70,106,RB,3,70,217,STL,0,1
1,10,C.Palmer,27,13,77,235,6,25,105,425,WR,3,74,205,ARI,0,1
1,10,C.Palmer,27,13,77,235,6,25,105,430,WR,12,75,218,ARI,0,1
2,8,C.Palmer,27,13,77,235,6,25,105,424,RB,8,71,203,ARI,0,1
3,2,C.Palmer,27,13,77,235,6,25,105,428,TE,6,77,260,ARI,0,0
1,15,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,1
3,6,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,1
1,10,C.Palmer,27,13,77,235,6,25,105,429,WR,4,74,220,ARI,0,1
1,10,C.Palmer,27,13,77,235,6,25,105,431,RB,0,73,224,ARI,0,1
1,10,C.Palmer,27,13,77,235,6,25,105,431,RB,0,73,224,ARI,0,0
2,10,C.Palmer,27,13,77,235,6,25,105,427,WR,2,71,179,ARI,0,0
3,10,C.Palmer,27,13,77,235,6,25,105,429,WR,4,74,220,ARI,0,1
4,4,C.Palmer,27,13,77,235,6,25,105,430,WR,12,75,218,ARI,0,1
2,14,C.Palmer,27,13,77,235,6,25,105,431,RB,0,73,224,ARI,0,1
3,4,N.Foles,18,4,78,243,4,17,70,109,WR,7,75,223,STL,0,0
1,10,C.Palmer,27,13,77,235,6,25,105,427,WR,2,71,179,ARI,0,1
2,2,C.Palmer,27,13,77,235,6,25,105,431,RB,0,73,224,ARI,0,0
3,2,C.Palmer,27,13,77,235,6,25,105,425,WR,3,74,205,ARI,0,0
4,2,C.Palmer,27,13,77,235,6,25,105,431,RB,0,73,224,ARI,0,0
2,7,T.Bridgewater,45,2,74,215,7,44,90.9,839,WR,7,72,205,MIN,0,1
3,3,T.Bridgewater,45,2,74,215,7,44,90.9,1042,WR,2,74,200,MIN,0,1
1,10,P.Manning,39,18,77,230,1,6,67.9,531,RB,3,68,224,DEN,0,1
1,10,P.Manning,39,18,77,230,1,6,67.9,535,WR,6,75,229,DEN,0,1
2,5,P.Manning,39,18,77,230,1,6,67.9,535,WR,6,75,229,DEN,0,1
2,5,P.Manning,39,18,77,230,1,6,67.9,535,WR,6,75,229,DEN,0,0
3,5,P.Manning,39,18,77,230,1,6,67.9,536,TE,10,75,245,DEN,0,0
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,840,TE,5,78,265,MIN,0,1
3,5,T.Bridgewater,45,2,74,215,7,44,90.9,839,WR,7,72,205,MIN,0,1
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,1178,WR,0,72,191,MIN,0,1
2,8,T.Bridgewater,45,2,74,215,7,44,90.9,1042,WR,2,74,200,MIN,0,0
3,8,T.Bridgewater,45,2,74,215,7,44,90.9,1178,WR,0,72,191,MIN,0,1
2,7,T.Bridgewater,45,2,74,215,7,44,90.9,834,RB,9,73,220,MIN,0,0
3,7,T.Bridgewater,45,2,74,215,7,44,90.9,839,WR,7,72,205,MIN,0,1
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,834,RB,9,73,220,MIN,0,1
3,20,T.Bridgewater,45,2,74,215,7,44,90.9,839,WR,7,72,205,MIN,0,1
1,14,P.Manning,39,18,77,230,1,6,67.9,536,TE,10,75,245,DEN,0,0
3,6,T.Bridgewater,45,2,74,215,7,44,90.9,1178,WR,0,72,191,MIN,0,1
2,7,T.Bridgewater,45,2,74,215,7,44,90.9,840,TE,5,78,265,MIN,0,0
3,7,T.Bridgewater,45,2,74,215,7,44,90.9,839,WR,7,72,205,MIN,0,0
3,9,T.Bridgewater,45,2,74,215,7,44,90.9,840,TE,5,78,265,MIN,0,0
2,6,P.Manning,39,18,77,230,1,6,67.9,535,WR,6,75,229,DEN,0,1
2,5,P.Manning,39,18,77,230,1,6,67.9,535,WR,6,75,229,DEN,0,1
3,4,P.Manning,39,18,77,230,1,6,67.9,532,WR,6,71,180,DEN,0,1
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,1042,WR,2,74,200,MIN,0,1
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,1178,WR,0,72,191,MIN,0,0
2,7,T.Bridgewater,45,2,74,215,7,44,90.9,1178,WR,0,72,191,MIN,0,1
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,1178,WR,0,72,191,MIN,0,0
2,10,T.Bridgewater,45,2,74,215,7,44,90.9,839,WR,7,72,205,MIN,0,0
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,1306,TE,0,74,258,MIN,0,0
2,10,T.Bridgewater,45,2,74,215,7,44,90.9,1178,WR,0,72,191,MIN,0,0
3,10,T.Bridgewater,45,2,74,215,7,44,90.9,1178,WR,0,72,191,MIN,0,0
1,10,P.Manning,39,18,77,230,1,6,67.9,535,WR,6,75,229,DEN,0,1
2,7,P.Manning,39,18,77,230,1,6,67.9,536,TE,10,75,245,DEN,0,1
1,10,P.Manning,39,18,77,230,1,6,67.9,532,WR,6,71,180,DEN,0,0
2,10,P.Manning,39,18,77,230,1,6,67.9,535,WR,6,75,229,DEN,0,1
3,10,P.Manning,39,18,77,230,1,6,67.9,535,WR,6,75,229,DEN,0,1
1,10,P.Manning,39,18,77,230,1,6,67.9,533,WR,8,72,200,DEN,1,0
1,5,T.Bridgewater,45,2,74,215,7,44,90.9,839,WR,7,72,205,MIN,0,1
1,4,T.Bridgewater,45,2,74,215,7,44,90.9,839,WR,7,72,205,MIN,0,1
1,10,P.Manning,39,18,77,230,1,6,67.9,530,RB,4,70,195,DEN,0,1
1,10,P.Manning,39,18,77,230,1,6,67.9,535,WR,6,75,229,DEN,0,0
2,6,P.Manning,39,18,77,230,1,6,67.9,532,WR,6,71,180,DEN,0,1
1,3,P.Manning,39,18,77,230,1,6,67.9,532,WR,6,71,180,DEN,0,0
4,1,P.Manning,39,18,77,230,1,6,67.9,536,TE,10,75,245,DEN,0,1
2,9,T.Bridgewater,45,2,74,215,7,44,90.9,834,RB,9,73,220,MIN,0,1
3,10,T.Bridgewater,45,2,74,215,7,44,90.9,1042,WR,2,74,200,MIN,0,1
1,15,P.Manning,39,18,77,230,1,6,67.9,536,TE,10,75,245,DEN,0,0
3,11,P.Manning,39,18,77,230,1,6,67.9,535,WR,6,75,229,DEN,0,1
3,2,P.Manning,39,18,77,230,1,6,67.9,532,WR,6,71,180,DEN,0,1
1,5,T.Bridgewater,45,2,74,215,7,44,90.9,1042,WR,2,74,200,MIN,0,0
2,5,T.Bridgewater,45,2,74,215,7,44,90.9,1178,WR,0,72,191,MIN,0,1
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,1042,WR,2,74,200,MIN,0,1
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,840,TE,5,78,265,MIN,0,1
2,9,T.Bridgewater,45,2,74,215,7,44,90.9,838,WR,3,74,220,MIN,0,1
3,17,T.Bridgewater,45,2,74,215,7,44,90.9,1042,WR,2,74,200,MIN,0,1
1,10,P.Manning,39,18,77,230,1,6,67.9,535,WR,6,75,229,DEN,0,1
1,10,P.Manning,39,18,77,230,1,6,67.9,535,WR,6,75,229,DEN,1,0
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,834,RB,9,73,220,MIN,0,1
2,3,T.Bridgewater,45,2,74,215,7,44,90.9,839,WR,7,72,205,MIN,0,1
1,20,T.Bridgewater,45,2,74,215,7,44,90.9,1178,WR,0,72,191,MIN,0,1
3,12,T.Bridgewater,45,2,74,215,7,44,90.9,1042,WR,2,74,200,MIN,0,1
1,10,P.Manning,39,18,77,230,1,6,67.9,532,WR,6,71,180,DEN,0,1
1,10,P.Manning,39,18,77,230,1,6,67.9,532,WR,6,71,180,DEN,0,0
2,10,P.Manning,39,18,77,230,1,6,67.9,1102,WR,1,73,212,DEN,0,1
2,5,P.Manning,39,18,77,230,1,6,67.9,535,WR,6,75,229,DEN,0,0
3,6,P.Manning,39,18,77,230,1,6,67.9,535,WR,6,75,229,DEN,0,0
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,834,RB,9,73,220,MIN,0,1
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,839,WR,7,72,205,MIN,0,1
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,834,RB,9,73,220,MIN,0,0
1,10,D.Brees,32,15,72,209,5,24,102.4,453,RB,5,69,215,NO,0,1
2,6,D.Brees,32,15,72,209,5,24,102.4,452,RB,3,72,220,NO,0,0
3,6,D.Brees,32,15,72,209,5,24,102.4,457,WR,10,76,225,NO,0,0
1,10,D.Brees,32,15,72,209,5,24,102.4,455,WR,1,71,195,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,451,WR,2,70,189,NO,0,0
2,10,D.Brees,32,15,72,209,5,24,102.4,951,RB,6,71,200,NO,0,1
3,11,D.Brees,32,15,72,209,5,24,102.4,455,WR,1,71,195,NO,0,1
2,9,D.Brees,32,15,72,209,5,24,102.4,456,TE,12,75,255,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,457,WR,10,76,225,NO,0,1
2,8,D.Brees,32,15,72,209,5,24,102.4,453,RB,5,69,215,NO,0,1
3,5,D.Brees,32,15,72,209,5,24,102.4,456,TE,12,75,255,NO,0,1
1,3,D.Brees,32,15,72,209,5,24,102.4,952,TE,3,77,250,NO,0,1
3,11,D.Brees,32,15,72,209,5,24,102.4,458,WR,1,78,225,NO,1,0
2,9,D.Brees,32,15,72,209,5,24,102.4,452,RB,3,72,220,NO,0,1
3,13,D.Brees,32,15,72,209,5,24,102.4,453,RB,5,69,215,NO,0,1
2,10,D.Brees,32,15,72,209,5,24,102.4,457,WR,10,76,225,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,451,WR,2,70,189,NO,0,1
2,10,D.Brees,32,15,72,209,5,24,102.4,453,RB,5,69,215,NO,0,1
3,5,D.Brees,32,15,72,209,5,24,102.4,456,TE,12,75,255,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,453,RB,5,69,215,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,456,TE,12,75,255,NO,0,0
1,20,D.Brees,32,15,72,209,5,24,102.4,453,RB,5,69,215,NO,0,1
3,10,D.Brees,32,15,72,209,5,24,102.4,451,WR,2,70,189,NO,0,0
1,10,D.Brees,32,15,72,209,5,24,102.4,952,TE,3,77,250,NO,0,0
2,12,D.Brees,32,15,72,209,5,24,102.4,457,WR,10,76,225,NO,0,0
1,10,D.Brees,32,15,72,209,5,24,102.4,455,WR,1,71,195,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,451,WR,2,70,189,NO,0,1
2,12,D.Brees,32,15,72,209,5,24,102.4,455,WR,1,71,195,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,951,RB,6,71,200,NO,0,1
2,8,D.Brees,32,15,72,209,5,24,102.4,951,RB,6,71,200,NO,0,1
3,15,D.Brees,32,15,72,209,5,24,102.4,451,WR,2,70,189,NO,0,1
2,5,D.Brees,32,15,72,209,5,24,102.4,952,TE,3,77,250,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,457,WR,10,76,225,NO,0,1
2,4,D.Brees,32,15,72,209,5,24,102.4,453,RB,5,69,215,NO,0,0
3,4,D.Brees,32,15,72,209,5,24,102.4,451,WR,2,70,189,NO,0,1
4,1,D.Brees,32,15,72,209,5,24,102.4,452,RB,3,72,220,NO,0,1
2,7,D.Brees,32,15,72,209,5,24,102.4,951,RB,6,71,200,NO,0,1
3,2,D.Brees,32,15,72,209,5,24,102.4,455,WR,1,71,195,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,451,WR,2,70,189,NO,0,0
3,5,D.Brees,32,15,72,209,5,24,102.4,451,WR,2,70,189,NO,0,0
2,8,D.Brees,32,15,72,209,5,24,102.4,457,WR,10,76,225,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,455,WR,1,71,195,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,458,WR,1,78,225,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,452,RB,3,72,220,NO,0,0
2,10,D.Brees,32,15,72,209,5,24,102.4,951,RB,6,71,200,NO,0,1
3,9,M.Stafford,44,7,75,226,4,44,97.5,507,WR,9,77,237,DET,0,1
3,9,M.Stafford,44,7,75,226,4,44,97.5,506,RB,3,69,200,DET,0,1
2,12,R.Wilson,45,4,71,206,5,103,110.8,139,WR,0,70,182,SEA,0,1
3,5,R.Wilson,45,4,71,206,5,103,110.8,134,RB,9,73,215,SEA,0,0
1,10,M.Stafford,44,7,75,226,4,44,97.5,502,RB,0,68,203,DET,0,1
2,11,R.Wilson,45,4,71,206,5,103,110.8,134,RB,9,73,215,SEA,0,1
1,10,R.Wilson,45,4,71,206,5,103,110.8,140,TE,6,79,265,SEA,0,0
1,10,M.Stafford,44,7,75,226,4,44,97.5,502,RB,0,68,203,DET,0,1
2,11,M.Stafford,44,7,75,226,4,44,97.5,504,TE,2,76,255,DET,0,1
2,8,M.Stafford,44,7,75,226,4,44,97.5,502,RB,0,68,203,DET,0,0
3,8,M.Stafford,44,7,75,226,4,44,97.5,504,TE,2,76,255,DET,0,0
1,10,R.Wilson,45,4,71,206,5,103,110.8,139,WR,0,70,182,SEA,0,0
2,5,R.Wilson,45,4,71,206,5,103,110.8,140,TE,6,79,265,SEA,0,1
2,19,R.Wilson,45,4,71,206,5,103,110.8,134,RB,9,73,215,SEA,0,1
3,12,R.Wilson,45,4,71,206,5,103,110.8,137,WR,4,73,209,SEA,0,1
1,10,R.Wilson,45,4,71,206,5,103,110.8,136,WR,5,70,189,SEA,0,1
1,10,M.Stafford,44,7,75,226,4,44,97.5,504,TE,2,76,255,DET,0,1
3,2,M.Stafford,44,7,75,226,4,44,97.5,508,WR,6,70,198,DET,0,1
2,5,M.Stafford,44,7,75,226,4,44,97.5,507,WR,9,77,237,DET,0,1
1,10,M.Stafford,44,7,75,226,4,44,97.5,505,WR,10,69,187,DET,0,1
2,6,M.Stafford,44,7,75,226,4,44,97.5,502,RB,0,68,203,DET,0,0
3,6,M.Stafford,44,7,75,226,4,44,97.5,507,WR,9,77,237,DET,0,0
2,4,R.Wilson,45,4,71,206,5,103,110.8,136,WR,5,70,189,SEA,0,1
2,9,R.Wilson,45,4,71,206,5,103,110.8,139,WR,0,70,182,SEA,0,1
1,10,M.Stafford,44,7,75,226,4,44,97.5,507,WR,9,77,237,DET,0,0
2,10,M.Stafford,44,7,75,226,4,44,97.5,507,WR,9,77,237,DET,0,0
3,10,M.Stafford,44,7,75,226,4,44,97.5,1191,TE,3,76,220,DET,0,0
2,11,R.Wilson,45,4,71,206,5,103,110.8,134,RB,9,73,215,SEA,0,0
3,11,R.Wilson,45,4,71,206,5,103,110.8,139,WR,0,70,182,SEA,0,1
2,4,R.Wilson,45,4,71,206,5,103,110.8,135,RB,0,69,215,SEA,0,1
3,5,R.Wilson,45,4,71,206,5,103,110.8,139,WR,0,70,182,SEA,0,0
1,10,M.Stafford,44,7,75,226,4,44,97.5,507,WR,9,77,237,DET,0,0
3,10,M.Stafford,44,7,75,226,4,44,97.5,507,WR,9,77,237,DET,0,1
1,10,M.Stafford,44,7,75,226,4,44,97.5,506,RB,3,69,200,DET,0,1
2,14,M.Stafford,44,7,75,226,4,44,97.5,505,WR,10,69,187,DET,0,0
3,14,M.Stafford,44,7,75,226,4,44,97.5,508,WR,6,70,198,DET,0,0
1,10,R.Wilson,45,4,71,206,5,103,110.8,1003,TE,3,77,252,SEA,0,1
3,1,R.Wilson,45,4,71,206,5,103,110.8,1003,TE,3,77,252,SEA,0,1
1,10,R.Wilson,45,4,71,206,5,103,110.8,139,WR,0,70,182,SEA,0,1
3,3,R.Wilson,45,4,71,206,5,103,110.8,1003,TE,3,77,252,SEA,0,0
1,10,M.Stafford,44,7,75,226,4,44,97.5,508,WR,6,70,198,DET,0,1
2,7,M.Stafford,44,7,75,226,4,44,97.5,502,RB,0,68,203,DET,0,0
3,7,M.Stafford,44,7,75,226,4,44,97.5,507,WR,9,77,237,DET,0,1
3,14,M.Stafford,44,7,75,226,4,44,97.5,506,RB,3,69,200,DET,0,1
1,10,R.Wilson,45,4,71,206,5,103,110.8,136,WR,5,70,189,SEA,0,1
2,7,R.Wilson,45,4,71,206,5,103,110.8,136,WR,5,70,189,SEA,0,0
3,7,R.Wilson,45,4,71,206,5,103,110.8,140,TE,6,79,265,SEA,0,1
2,9,M.Stafford,44,7,75,226,4,44,97.5,507,WR,9,77,237,DET,0,1
2,24,M.Stafford,44,7,75,226,4,44,97.5,506,RB,3,69,200,DET,0,1
3,23,M.Stafford,44,7,75,226,4,44,97.5,507,WR,9,77,237,DET,0,1
1,10,R.Wilson,45,4,71,206,5,103,110.8,140,TE,6,79,265,SEA,0,1
2,8,R.Wilson,45,4,71,206,5,103,110.8,140,TE,6,79,265,SEA,0,1
2,11,M.Stafford,44,7,75,226,4,44,97.5,507,WR,9,77,237,DET,0,1
3,6,M.Stafford,44,7,75,226,4,44,97.5,508,WR,6,70,198,DET,0,1
1,10,M.Stafford,44,7,75,226,4,44,97.5,505,WR,10,69,187,DET,0,1
2,6,M.Stafford,44,7,75,226,4,44,97.5,507,WR,9,77,237,DET,0,1
3,1,M.Stafford,44,7,75,226,4,44,97.5,507,WR,9,77,237,DET,0,1
3,2,R.Wilson,45,4,71,206,5,103,110.8,137,WR,4,73,209,SEA,0,1
2,8,M.Hasselbeck,37,17,76,235,3,16,84,292,TE,4,78,251,IND,0,1
3,4,M.Hasselbeck,37,17,76,235,3,16,84,293,WR,4,69,180,IND,0,0
2,6,M.Hasselbeck,37,17,76,235,3,16,84,296,WR,2,74,222,IND,0,1
1,10,M.Hasselbeck,37,17,76,235,3,16,84,295,WR,13,75,229,IND,0,1
1,4,M.Hasselbeck,37,17,76,235,3,16,84,1074,TE,3,78,267,IND,0,0
2,4,M.Hasselbeck,37,17,76,235,3,16,84,295,WR,13,75,229,IND,0,1
2,5,M.Hasselbeck,37,17,76,235,3,16,84,293,WR,4,69,180,IND,0,1
4,1,M.Hasselbeck,37,17,76,235,3,16,84,295,WR,13,75,229,IND,0,1
1,10,M.Hasselbeck,37,17,76,235,3,16,84,296,WR,2,74,222,IND,0,1
2,22,M.Hasselbeck,37,17,76,235,3,16,84,296,WR,2,74,222,IND,0,0
